Date,Strategy,Signal,EntryPrice,ExitPrice,P&L
2022-12-12,trend_following,BUY,17204.88,17204.88,0.0
2023-01-13,trend_following,BUY,19930.08,19930.08,0.0
2023-01-14,trend_following,BUY,20953.76,20953.76,0.0
2023-01-15,trend_following,BUY,20869.54,20869.54,0.0
2023-01-16,trend_following,BUY,21192.09,21192.09,0.0
2023-01-17,trend_following,BUY,21136.37,21136.37,0.0
2023-01-18,trend_following,BUY,20677.13,20677.13,0.0
2023-01-19,trend_following,BUY,21074.78,21074.78,0.0
2023-01-20,trend_following,BUY,22681.03,22681.03,0.0
2023-01-21,trend_following,BUY,22775.95,22775.95,0.0
2023-01-22,trend_following,BUY,22714.51,22714.51,0.0
2023-01-23,trend_following,BUY,22915.06,22915.06,0.0
2023-01-24,trend_following,BUY,22631.85,22631.85,0.0
2023-01-25,trend_following,BUY,23055.67,23055.67,0.0
2023-01-26,trend_following,BUY,23005.88,23005.88,0.0
2023-01-27,trend_following,BUY,23067.18,23067.18,0.0
2023-01-28,trend_following,BUY,23021.21,23021.21,0.0
2023-01-29,trend_following,BUY,23744.82,23744.82,0.0
2023-01-30,trend_following,BUY,22831.95,22831.95,0.0
2023-01-31,trend_following,BUY,23128.28,23128.28,0.0
2023-02-01,trend_following,BUY,23726.72,23726.72,0.0
2023-02-02,trend_following,BUY,23482.33,23482.33,0.0
2023-02-03,trend_following,BUY,23421.84,23421.84,0.0
2023-02-04,trend_following,BUY,23327.52,23327.52,0.0
2023-02-05,trend_following,BUY,22932.23,22932.23,0.0
2023-02-06,trend_following,BUY,22760.79,22760.79,0.0
2023-02-07,trend_following,BUY,23246.32,23246.32,0.0
2023-02-08,trend_following,BUY,22958.53,22958.53,0.0
2023-02-09,trend_following,BUY,21798.17,21798.17,0.0
2023-02-10,trend_following,BUY,21631.55,21631.55,0.0
2023-02-11,trend_following,BUY,21863.65,21863.65,0.0
2023-02-12,trend_following,BUY,21783.16,21783.16,0.0
2023-02-13,trend_following,SELL,21774.44,21774.44,0.0
2023-02-14,trend_following,SELL,22200.34,22200.34,0.0
2023-02-15,trend_following,SELL,24329.49,24329.49,0.0
2023-02-16,trend_following,SELL,23518.71,23518.71,0.0
2023-02-17,trend_following,SELL,24577.41,24577.41,0.0
2023-02-18,trend_following,SELL,24628.46,24628.46,0.0
2023-02-19,trend_following,BUY,24263.0,24263.0,0.0
2023-02-20,trend_following,BUY,24838.09,24838.09,0.0
2023-02-21,trend_following,BUY,24453.24,24453.24,0.0
2023-02-22,trend_following,BUY,24181.73,24181.73,0.0
2023-02-23,trend_following,BUY,23937.75,23937.75,0.0
2023-02-24,trend_following,BUY,23183.13,23183.13,0.0
2023-02-25,trend_following,BUY,23155.42,23155.42,0.0
2023-02-26,trend_following,BUY,23558.22,23558.22,0.0
2023-02-27,trend_following,BUY,23490.18,23490.18,0.0
2023-02-28,trend_following,BUY,23140.1,23140.1,0.0
2023-03-01,trend_following,BUY,23629.08,23629.08,0.0
2023-03-02,trend_following,BUY,23468.02,23468.02,0.0
2023-03-03,trend_following,BUY,22358.06,22358.06,0.0
2023-03-04,trend_following,BUY,22346.68,22346.68,0.0
2023-03-16,trend_following,SELL,25003.06,25003.06,0.0
2023-03-17,trend_following,SELL,27391.98,27391.98,0.0
2023-03-18,trend_following,BUY,26917.17,26917.17,0.0
2023-03-19,trend_following,BUY,27958.56,27958.56,0.0
2023-03-20,trend_following,BUY,27720.95,27720.95,0.0
2023-03-21,trend_following,BUY,28110.26,28110.26,0.0
2023-03-22,trend_following,BUY,27254.54,27254.54,0.0
2023-03-23,trend_following,BUY,28286.72,28286.72,0.0
2023-03-24,trend_following,BUY,27444.02,27444.02,0.0
2023-03-25,trend_following,BUY,27462.53,27462.53,0.0
2023-03-26,trend_following,BUY,27984.74,27984.74,0.0
2023-03-27,trend_following,BUY,27128.98,27128.98,0.0
2023-03-28,trend_following,BUY,27260.91,27260.91,0.0
2023-03-29,trend_following,BUY,28354.39,28354.39,0.0
2023-03-30,trend_following,BUY,28035.67,28035.67,0.0
2023-03-31,trend_following,BUY,28460.08,28460.08,0.0
2023-04-01,trend_following,BUY,28452.75,28452.75,0.0
2023-04-02,trend_following,BUY,28176.4,28176.4,0.0
2023-04-03,trend_following,BUY,27806.67,27806.67,0.0
2023-04-04,trend_following,BUY,28164.56,28164.56,0.0
2023-04-05,trend_following,BUY,28166.68,28166.68,0.0
2023-04-06,trend_following,BUY,28031.19,28031.19,0.0
2023-04-07,trend_following,BUY,27901.7,27901.7,0.0
2023-04-08,trend_following,BUY,27941.17,27941.17,0.0
2023-04-09,trend_following,BUY,28324.72,28324.72,0.0
2023-04-10,trend_following,BUY,29642.28,29642.28,0.0
2023-04-11,trend_following,BUY,30196.78,30196.78,0.0
2023-04-12,trend_following,BUY,29891.39,29891.39,0.0
2023-04-13,trend_following,BUY,30376.49,30376.49,0.0
2023-04-14,trend_following,BUY,30461.9,30461.9,0.0
2023-04-15,trend_following,BUY,30293.1,30293.1,0.0
2023-04-16,trend_following,BUY,30301.91,30301.91,0.0
2023-04-17,trend_following,BUY,29429.64,29429.64,0.0
2023-04-18,trend_following,BUY,30381.36,30381.36,0.0
2023-04-19,trend_following,BUY,28798.07,28798.07,0.0
2023-04-20,trend_following,BUY,28240.95,28240.95,0.0
2023-04-21,trend_following,BUY,27263.02,27263.02,0.0
2023-04-22,trend_following,BUY,27818.2,27818.2,0.0
2023-04-23,trend_following,BUY,27588.59,27588.59,0.0
2023-04-24,trend_following,BUY,27512.82,27512.82,0.0
2023-04-25,trend_following,SELL,28296.98,28296.98,0.0
2023-04-26,trend_following,SELL,28418.62,28418.62,0.0
2023-04-27,trend_following,SELL,29475.32,29475.32,0.0
2023-04-28,trend_following,SELL,29312.93,29312.93,0.0
2023-04-29,trend_following,SELL,29228.32,29228.32,0.0
2023-04-30,trend_following,SELL,29224.89,29224.89,0.0
2023-05-24,trend_following,SELL,26331.72,26331.72,0.0
2023-05-25,trend_following,SELL,26473.26,26473.26,0.0
2023-05-26,trend_following,SELL,26701.03,26701.03,0.0
2023-05-27,trend_following,SELL,26855.5,26855.5,0.0
2023-06-12,trend_following,SELL,25925.43,25925.43,0.0
2023-06-13,trend_following,SELL,25924.41,25924.41,0.0
2023-06-14,trend_following,SELL,25124.36,25124.36,0.0
2023-06-15,trend_following,SELL,25595.96,25595.96,0.0
2023-06-16,trend_following,SELL,26354.99,26354.99,0.0
2023-06-17,trend_following,SELL,26528.85,26528.85,0.0
2023-06-18,trend_following,SELL,26349.44,26349.44,0.0
2023-06-21,trend_following,SELL,30009.46,30009.46,0.0
2023-06-22,trend_following,BUY,29922.22,29922.22,0.0
2023-06-23,trend_following,BUY,30660.0,30660.0,0.0
2023-06-24,trend_following,BUY,30527.01,30527.01,0.0
2023-06-25,trend_following,BUY,30470.93,30470.93,0.0
2023-06-26,trend_following,BUY,30275.0,30275.0,0.0
2023-06-27,trend_following,BUY,30707.77,30707.77,0.0
2023-06-28,trend_following,BUY,30098.93,30098.93,0.0
2023-06-29,trend_following,BUY,30430.01,30430.01,0.0
2023-06-30,trend_following,BUY,30476.8,30476.8,0.0
2023-07-01,trend_following,BUY,30604.99,30604.99,0.0
2023-07-02,trend_following,BUY,30625.0,30625.0,0.0
2023-07-03,trend_following,BUY,31160.0,31160.0,0.0
2023-07-04,trend_following,BUY,30780.94,30780.94,0.0
2023-07-05,trend_following,BUY,30514.97,30514.97,0.0
2023-07-06,trend_following,BUY,29895.19,29895.19,0.0
2023-07-07,trend_following,BUY,30360.58,30360.58,0.0
2023-07-08,trend_following,BUY,30280.01,30280.01,0.0
2023-07-09,trend_following,BUY,30194.99,30194.99,0.0
2023-07-10,trend_following,BUY,30435.98,30435.98,0.0
2023-07-11,trend_following,BUY,30626.01,30626.01,0.0
2023-07-12,trend_following,BUY,30365.0,30365.0,0.0
2023-07-13,trend_following,BUY,31454.17,31454.17,0.0
2023-07-14,trend_following,BUY,30313.0,30313.0,0.0
2023-07-15,trend_following,BUY,30288.46,30288.46,0.0
2023-07-16,trend_following,BUY,30225.15,30225.15,0.0
2023-07-17,trend_following,BUY,30154.58,30154.58,0.0
2023-07-18,trend_following,BUY,29864.32,29864.32,0.0
2023-07-19,trend_following,BUY,29925.02,29925.02,0.0
2023-07-20,trend_following,SELL,29809.99,29809.99,0.0
2023-07-21,trend_following,SELL,29899.99,29899.99,0.0
2023-07-22,trend_following,SELL,29785.02,29785.02,0.0
2023-07-23,trend_following,SELL,30079.91,30079.91,0.0
2023-07-24,trend_following,SELL,29175.51,29175.51,0.0
2023-07-25,trend_following,SELL,29215.05,29215.05,0.0
2023-07-26,trend_following,SELL,29352.35,29352.35,0.0
2023-07-27,trend_following,SELL,29220.01,29220.01,0.0
2023-07-28,trend_following,SELL,29310.22,29310.22,0.0
2023-07-29,trend_following,SELL,29345.0,29345.0,0.0
2023-07-30,trend_following,SELL,29290.11,29290.11,0.0
2023-07-31,trend_following,SELL,29227.24,29227.24,0.0
2023-08-01,trend_following,SELL,29600.0,29600.0,0.0
2023-08-02,trend_following,SELL,29185.0,29185.0,0.0
2023-08-03,trend_following,SELL,29194.99,29194.99,0.0
2023-08-04,trend_following,SELL,29119.99,29119.99,0.0
2023-08-05,trend_following,SELL,29065.97,29065.97,0.0
2023-08-06,trend_following,SELL,29091.77,29091.77,0.0
2023-08-07,trend_following,SELL,29200.01,29200.01,0.0
2023-08-08,trend_following,SELL,29774.97,29774.97,0.0
2023-08-09,trend_following,SELL,29575.01,29575.01,0.0
2023-08-10,trend_following,SELL,29454.17,29454.17,0.0
2023-08-11,trend_following,SELL,29427.14,29427.14,0.0
2023-08-12,trend_following,SELL,29424.99,29424.99,0.0
2023-08-13,trend_following,SELL,29311.08,29311.08,0.0
2023-08-14,trend_following,SELL,29432.1,29432.1,0.0
2023-08-15,trend_following,SELL,29190.12,29190.12,0.0
2023-08-16,trend_following,SELL,28734.96,28734.96,0.0
2023-08-17,trend_following,SELL,26630.0,26630.0,0.0
2023-08-18,trend_following,SELL,26060.19,26060.19,0.0
2023-08-19,trend_following,SELL,26106.91,26106.91,0.0
2023-08-20,trend_following,SELL,26186.42,26186.42,0.0
2023-08-21,trend_following,SELL,26122.59,26122.59,0.0
2023-08-22,trend_following,SELL,26054.99,26054.99,0.0
2023-08-23,trend_following,SELL,26449.68,26449.68,0.0
2023-08-24,trend_following,SELL,26175.01,26175.01,0.0
2023-08-25,trend_following,SELL,26064.1,26064.1,0.0
2023-08-26,trend_following,SELL,26013.79,26013.79,0.0
2023-08-27,trend_following,SELL,26098.81,26098.81,0.0
2023-08-28,trend_following,SELL,26128.11,26128.11,0.0
2023-08-29,trend_following,SELL,27723.71,27723.71,0.0
2023-08-30,trend_following,SELL,27295.85,27295.85,0.0
2023-08-31,trend_following,SELL,25949.97,25949.97,0.0
2023-09-01,trend_following,SELL,25814.53,25814.53,0.0
2023-09-02,trend_following,SELL,25865.0,25865.0,0.0
2023-09-03,trend_following,SELL,25979.99,25979.99,0.0
2023-09-04,trend_following,SELL,25829.98,25829.98,0.0
2023-09-05,trend_following,SELL,25780.4,25780.4,0.0
2023-10-20,trend_following,BUY,29659.06,29659.06,0.0
2023-10-21,trend_following,BUY,29904.46,29904.46,0.0
2023-10-22,trend_following,BUY,29992.78,29992.78,0.0
2023-10-23,trend_following,BUY,32915.0,32915.0,0.0
2023-10-24,trend_following,BUY,33932.19,33932.19,0.0
2023-10-25,trend_following,BUY,34520.97,34520.97,0.0
2023-10-26,trend_following,BUY,34157.97,34157.97,0.0
2023-10-27,trend_following,BUY,33870.0,33870.0,0.0
2023-10-28,trend_following,BUY,34097.09,34097.09,0.0
2023-10-29,trend_following,BUY,34522.08,34522.08,0.0
2023-10-30,trend_following,BUY,34481.52,34481.52,0.0
2023-10-31,trend_following,BUY,34627.47,34627.47,0.0
2023-11-01,trend_following,BUY,35400.13,35400.13,0.0
2023-11-02,trend_following,BUY,34942.95,34942.95,0.0
2023-11-03,trend_following,BUY,34720.25,34720.25,0.0
2023-11-04,trend_following,BUY,35048.07,35048.07,0.0
2023-11-05,trend_following,BUY,35024.18,35024.18,0.0
2023-11-06,trend_following,BUY,35042.52,35042.52,0.0
2023-11-07,trend_following,BUY,35385.6,35385.6,0.0
2023-11-08,trend_following,BUY,35628.94,35628.94,0.0
2023-11-09,trend_following,BUY,36680.47,36680.47,0.0
2023-11-10,trend_following,BUY,37295.58,37295.58,0.0
2023-11-11,trend_following,BUY,37143.52,37143.52,0.0
2023-11-12,trend_following,BUY,37085.2,37085.2,0.0
2023-11-13,trend_following,BUY,36466.15,36466.15,0.0
2023-11-14,trend_following,BUY,35557.53,35557.53,0.0
2023-11-15,trend_following,BUY,37846.08,37846.08,0.0
2023-11-16,trend_following,BUY,36209.38,36209.38,0.0
2023-11-17,trend_following,BUY,36566.73,36566.73,0.0
2023-11-18,trend_following,BUY,36568.81,36568.81,0.0
2023-11-19,trend_following,BUY,37352.05,37352.05,0.0
2023-11-20,trend_following,BUY,37400.0,37400.0,0.0
2023-11-21,trend_following,BUY,35780.49,35780.49,0.0
2023-11-22,trend_following,BUY,37360.0,37360.0,0.0
2023-11-23,trend_following,BUY,37290.14,37290.14,0.0
2023-11-24,trend_following,BUY,37716.86,37716.86,0.0
2023-11-25,trend_following,BUY,37794.42,37794.42,0.0
2023-11-26,trend_following,BUY,37450.0,37450.0,0.0
2023-11-27,trend_following,BUY,37237.52,37237.52,0.0
2023-11-28,trend_following,BUY,37823.4,37823.4,0.0
2023-11-29,trend_following,BUY,37861.76,37861.76,0.0
2023-11-30,trend_following,BUY,37730.97,37730.97,0.0
2023-12-01,trend_following,BUY,38688.5,38688.5,0.0
2023-12-02,trend_following,BUY,39453.91,39453.91,0.0
2023-12-03,trend_following,BUY,40020.0,40020.0,0.0
2023-12-04,trend_following,BUY,41998.28,41998.28,0.0
2023-12-05,trend_following,BUY,44151.45,44151.45,0.0
2023-12-06,trend_following,BUY,43779.58,43779.58,0.0
2023-12-07,trend_following,BUY,43283.59,43283.59,0.0
2023-12-08,trend_following,BUY,44178.56,44178.56,0.0
2023-12-09,trend_following,BUY,43701.86,43701.86,0.0
2023-12-10,trend_following,BUY,43788.74,43788.74,0.0
2023-12-11,trend_following,BUY,41237.41,41237.41,0.0
2023-12-12,trend_following,BUY,41465.48,41465.48,0.0
2023-12-13,trend_following,BUY,42878.34,42878.34,0.0
2023-12-14,trend_following,BUY,43031.93,43031.93,0.0
2023-12-15,trend_following,BUY,41932.39,41932.39,0.0
2023-12-16,trend_following,BUY,42258.78,42258.78,0.0
2023-12-17,trend_following,BUY,41368.43,41368.43,0.0
2023-12-18,trend_following,BUY,42628.76,42628.76,0.0
2023-12-19,trend_following,BUY,42270.46,42270.46,0.0
2023-12-20,trend_following,BUY,43676.0,43676.0,0.0
2023-12-21,trend_following,BUY,43854.69,43854.69,0.0
2023-12-22,trend_following,BUY,43961.99,43961.99,0.0
2023-12-23,trend_following,BUY,43700.1,43700.1,0.0
2023-12-24,trend_following,BUY,42991.17,42991.17,0.0
2023-12-25,trend_following,BUY,43607.38,43607.38,0.0
2023-12-26,trend_following,BUY,42526.37,42526.37,0.0
2023-12-27,trend_following,BUY,43410.09,43410.09,0.0
2024-02-14,trend_following,BUY,51759.58,51759.58,0.0
2024-02-15,trend_following,BUY,51901.75,51901.75,0.0
2024-02-16,trend_following,BUY,52132.09,52132.09,0.0
2024-02-17,trend_following,BUY,51670.97,51670.97,0.0
2024-02-18,trend_following,BUY,52120.0,52120.0,0.0
2024-02-19,trend_following,BUY,51751.84,51751.84,0.0
2024-02-20,trend_following,BUY,52250.08,52250.08,0.0
2024-02-21,trend_following,BUY,51821.06,51821.06,0.0
2024-02-22,trend_following,BUY,51348.64,51348.64,0.0
2024-02-23,trend_following,BUY,50754.22,50754.22,0.0
2024-02-24,trend_following,BUY,51562.84,51562.84,0.0
2024-02-25,trend_following,BUY,51745.0,51745.0,0.0
2024-02-26,trend_following,BUY,54489.99,54489.99,0.0
2024-02-27,trend_following,BUY,57067.0,57067.0,0.0
2024-02-28,trend_following,BUY,62413.39,62413.39,0.0
2024-02-29,trend_following,BUY,61125.22,61125.22,0.0
2024-03-01,trend_following,BUY,62394.58,62394.58,0.0
2024-03-02,trend_following,BUY,62006.35,62006.35,0.0
2024-03-03,trend_following,BUY,63068.89,63068.89,0.0
2024-03-04,trend_following,BUY,68152.44,68152.44,0.0
2024-03-05,trend_following,BUY,63830.27,63830.27,0.0
2024-03-06,trend_following,BUY,66193.8,66193.8,0.0
2024-03-07,trend_following,BUY,66845.27,66845.27,0.0
2024-03-08,trend_following,BUY,68163.76,68163.76,0.0
2024-03-09,trend_following,BUY,68309.0,68309.0,0.0
2024-03-10,trend_following,BUY,68978.46,68978.46,0.0
2024-03-11,trend_following,BUY,72115.58,72115.58,0.0
2024-03-12,trend_following,BUY,71420.43,71420.43,0.0
2024-03-13,trend_following,BUY,73020.03,73020.03,0.0
2024-03-14,trend_following,BUY,71389.23,71389.23,0.0
2024-03-15,trend_following,BUY,69506.22,69506.22,0.0
2024-03-16,trend_following,BUY,65354.59,65354.59,0.0
2024-03-17,trend_following,BUY,68397.9,68397.9,0.0
2024-03-18,trend_following,BUY,67562.87,67562.87,0.0
2024-03-19,trend_following,BUY,62057.44,62057.44,0.0
2024-03-20,trend_following,BUY,67630.03,67630.03,0.0
2024-03-21,trend_following,BUY,65513.13,65513.13,0.0
2024-03-22,trend_following,BUY,63811.92,63811.92,0.0
2024-03-23,trend_following,BUY,64041.82,64041.82,0.0
2024-03-24,trend_following,BUY,67173.0,67173.0,0.0
2024-03-25,trend_following,BUY,69853.45,69853.45,0.0
2024-03-26,trend_following,BUY,69983.99,69983.99,0.0
2024-03-27,trend_following,BUY,69437.7,69437.7,0.0
2024-03-28,trend_following,BUY,70811.57,70811.57,0.0
2024-03-29,trend_following,BUY,69849.99,69849.99,0.0
2024-05-01,trend_following,SELL,58361.6,58361.6,0.0
2024-05-02,trend_following,SELL,59102.52,59102.52,0.0
2024-05-03,trend_following,SELL,62849.56,62849.56,0.0
2024-05-04,trend_following,SELL,63800.39,63800.39,0.0
2024-05-05,trend_following,SELL,64021.14,64021.14,0.0
2024-06-25,trend_following,SELL,61814.43,61814.43,0.0
2024-06-26,trend_following,SELL,60870.07,60870.07,0.0
2024-06-27,trend_following,SELL,61665.0,61665.0,0.0
2024-06-28,trend_following,SELL,60455.65,60455.65,0.0
2024-06-29,trend_following,SELL,60947.08,60947.08,0.0
2024-06-30,trend_following,SELL,62840.74,62840.74,0.0
2024-07-01,trend_following,SELL,62919.99,62919.99,0.0
2024-07-02,trend_following,SELL,62129.19,62129.19,0.0
2024-07-03,trend_following,SELL,60250.0,60250.0,0.0
2024-07-04,trend_following,SELL,56926.92,56926.92,0.0
2024-07-05,trend_following,SELL,56721.54,56721.54,0.0
2024-07-06,trend_following,SELL,58309.13,58309.13,0.0
2024-07-07,trend_following,SELL,55855.27,55855.27,0.0
2024-07-08,trend_following,SELL,56682.21,56682.21,0.0
2024-07-09,trend_following,SELL,57969.12,57969.12,0.0
2024-07-10,trend_following,SELL,57741.79,57741.79,0.0
2024-07-11,trend_following,SELL,57396.65,57396.65,0.0
2024-07-12,trend_following,SELL,57844.34,57844.34,0.0
2024-07-13,trend_following,SELL,59238.96,59238.96,0.0
2024-07-14,trend_following,SELL,60815.46,60815.46,0.0
2024-07-15,trend_following,SELL,64588.45,64588.45,0.0
2024-07-16,trend_following,SELL,65029.3,65029.3,0.0
2024-07-17,trend_following,SELL,64130.63,64130.63,0.0
2024-07-18,trend_following,SELL,63997.25,63997.25,0.0
2024-07-19,trend_following,BUY,66659.4,66659.4,0.0
2024-07-20,trend_following,BUY,67144.31,67144.31,0.0
2024-07-21,trend_following,BUY,68011.05,68011.05,0.0
2024-07-22,trend_following,BUY,67570.8,67570.8,0.0
2024-07-23,trend_following,BUY,65910.29,65910.29,0.0
2024-07-24,trend_following,BUY,65394.89,65394.89,0.0
2024-07-25,trend_following,BUY,65716.16,65716.16,0.0
2024-07-26,trend_following,BUY,67849.25,67849.25,0.0
2024-07-27,trend_following,BUY,67869.19,67869.19,0.0
2024-07-29,trend_following,BUY,66822.0,66822.0,0.0
2024-08-06,trend_following,SELL,56025.43,56025.43,0.0
2024-08-07,trend_following,SELL,55043.02,55043.02,0.0
2024-08-08,trend_following,SELL,61678.13,61678.13,0.0
2024-08-09,trend_following,SELL,60790.09,60790.09,0.0
2024-08-10,trend_following,SELL,60933.58,60933.58,0.0
2024-08-11,trend_following,SELL,58765.99,58765.99,0.0
2024-08-12,trend_following,SELL,59305.49,59305.49,0.0
2024-08-13,trend_following,SELL,60580.19,60580.19,0.0
2024-08-15,trend_following,SELL,57631.87,57631.87,0.0
2024-08-16,trend_following,SELL,58915.04,58915.04,0.0
2024-08-17,trend_following,SELL,59480.58,59480.58,0.0
2024-08-18,trend_following,SELL,58720.08,58720.08,0.0
2024-08-19,trend_following,SELL,59479.09,59479.09,0.0
2024-09-08,trend_following,SELL,54810.82,54810.82,0.0
2024-11-09,trend_following,BUY,76640.71,76640.71,0.0
2024-11-10,trend_following,BUY,80452.94,80452.94,0.0
2024-11-11,trend_following,BUY,88577.48,88577.48,0.0
2024-11-12,trend_following,BUY,88105.48,88105.48,0.0
2024-11-13,trend_following,BUY,90460.0,90460.0,0.0
2024-11-14,trend_following,BUY,87313.65,87313.65,0.0
2024-11-15,trend_following,BUY,91038.84,91038.84,0.0
2024-11-16,trend_following,BUY,90592.63,90592.63,0.0
2024-11-17,trend_following,BUY,89792.0,89792.0,0.0
2024-11-18,trend_following,BUY,90385.23,90385.23,0.0
2024-11-19,trend_following,BUY,92200.0,92200.0,0.0
2024-11-20,trend_following,BUY,94308.41,94308.41,0.0
2024-11-21,trend_following,BUY,98498.27,98498.27,0.0
2024-11-22,trend_following,BUY,98896.0,98896.0,0.0
2024-11-23,trend_following,BUY,97736.02,97736.02,0.0
2024-11-24,trend_following,BUY,97700.51,97700.51,0.0
2024-11-25,trend_following,BUY,93000.72,93000.72,0.0
2024-11-26,trend_following,BUY,92025.55,92025.55,0.0
2024-11-27,trend_following,BUY,95818.91,95818.91,0.0
2024-11-28,trend_following,BUY,95715.15,95715.15,0.0
2024-11-29,trend_following,BUY,97450.0,97450.0,0.0
2024-11-30,trend_following,BUY,96479.44,96479.44,0.0
2024-12-01,trend_following,BUY,97249.75,97249.75,0.0
2024-12-02,trend_following,BUY,95882.52,95882.52,0.0
2024-12-03,trend_following,BUY,95685.6,95685.6,0.0
2024-12-04,trend_following,BUY,98738.82,98738.82,0.0
2024-12-05,trend_following,BUY,96912.23,96912.23,0.0
2024-12-06,trend_following,BUY,99752.61,99752.61,0.0
2024-12-07,trend_following,BUY,99886.71,99886.71,0.0
2024-12-08,trend_following,BUY,101159.43,101159.43,0.0
2024-12-09,trend_following,BUY,97429.69,97429.69,0.0
2024-12-10,trend_following,BUY,96541.23,96541.23,0.0
2024-12-11,trend_following,BUY,101032.06,101032.06,0.0
2024-12-12,trend_following,BUY,99958.06,99958.06,0.0
2024-12-13,trend_following,BUY,101431.14,101431.14,0.0
2024-12-14,trend_following,BUY,101443.21,101443.21,0.0
2024-12-15,trend_following,BUY,104334.87,104334.87,0.0
2024-12-16,trend_following,BUY,105960.71,105960.71,0.0
2024-12-17,trend_following,BUY,106265.06,106265.06,0.0
2024-12-18,trend_following,BUY,100548.76,100548.76,0.0
2024-12-19,trend_following,BUY,97556.8,97556.8,0.0
2024-12-20,trend_following,BUY,97724.79,97724.79,0.0
2024-12-21,trend_following,BUY,97310.82,97310.82,0.0
2024-12-22,trend_following,BUY,95119.37,95119.37,0.0
2024-12-23,trend_following,BUY,94895.43,94895.43,0.0
2024-12-24,trend_following,BUY,98688.64,98688.64,0.0
2024-12-25,trend_following,BUY,99315.12,99315.12,0.0
2024-12-26,trend_following,SELL,95840.79,95840.79,0.0
2024-12-27,trend_following,SELL,94342.43,94342.43,0.0
2024-12-28,trend_following,SELL,95340.32,95340.32,0.0
2024-12-29,trend_following,SELL,93861.71,93861.71,0.0
2024-12-30,trend_following,SELL,92821.32,92821.32,0.0
2024-12-31,trend_following,SELL,93500.0,93500.0,0.0
2025-01-01,trend_following,SELL,94701.87,94701.87,0.0
2025-02-11,trend_following,SELL,95748.61,95748.61,0.0
2025-02-12,trend_following,SELL,97712.99,97712.99,0.0
2025-02-13,trend_following,SELL,96550.39,96550.39,0.0
2025-02-14,trend_following,SELL,97477.75,97477.75,0.0
2025-02-15,trend_following,SELL,97571.43,97571.43,0.0
2025-02-16,trend_following,SELL,96204.12,96204.12,0.0
2025-02-17,trend_following,SELL,95732.21,95732.21,0.0
2025-02-18,trend_following,SELL,95602.81,95602.81,0.0
2025-02-19,trend_following,SELL,96650.01,96650.01,0.0
2025-02-20,trend_following,SELL,98291.0,98291.0,0.0
2025-02-21,trend_following,SELL,96216.79,96216.79,0.0
2025-02-22,trend_following,SELL,96579.75,96579.75,0.0
2025-02-23,trend_following,SELL,96213.12,96213.12,0.0
2025-02-24,trend_following,SELL,91523.34,91523.34,0.0
2025-02-25,trend_following,SELL,88778.23,88778.23,0.0
2025-02-26,trend_following,SELL,84136.57,84136.57,0.0
2025-02-27,trend_following,SELL,84841.68,84841.68,0.0
2025-02-28,trend_following,SELL,84253.48,84253.48,0.0
2025-03-01,trend_following,SELL,86035.84,86035.84,0.0
2025-03-02,trend_following,SELL,94369.84,94369.84,0.0
2025-03-03,trend_following,SELL,86292.76,86292.76,0.0
2025-03-04,trend_following,SELL,87241.5,87241.5,0.0
2025-03-05,trend_following,SELL,90301.74,90301.74,0.0
2025-03-06,trend_following,SELL,89990.91,89990.91,0.0
2025-03-07,trend_following,SELL,86791.4,86791.4,0.0
2025-03-08,trend_following,SELL,86211.33,86211.33,0.0
2025-03-09,trend_following,SELL,80672.47,80672.47,0.0
2025-03-10,trend_following,SELL,78554.25,78554.25,0.0
2025-03-11,trend_following,SELL,82745.07,82745.07,0.0
2025-03-12,trend_following,SELL,83591.37,83591.37,0.0
2025-03-13,trend_following,SELL,81060.15,81060.15,0.0
2025-03-14,trend_following,SELL,83985.53,83985.53,0.0
2025-03-15,trend_following,SELL,84304.35,84304.35,0.0
2025-03-16,trend_following,SELL,82560.05,82560.05,0.0
2025-03-17,trend_following,SELL,84148.02,84148.02,0.0
2025-03-18,trend_following,SELL,82727.84,82727.84,0.0
2025-03-19,trend_following,SELL,86886.37,86886.37,0.0
2025-03-20,trend_following,SELL,84219.85,84219.85,0.0
2025-03-21,trend_following,SELL,84127.99,84127.99,0.0
2025-03-22,trend_following,SELL,83840.45,83840.45,0.0
2025-03-23,trend_following,SELL,86000.0,86000.0,0.0
2025-03-24,trend_following,SELL,87320.92,87320.92,0.0
2025-03-25,trend_following,SELL,87366.31,87366.31,0.0
2025-03-26,trend_following,BUY,86907.83,86907.83,0.0
2025-04-27,trend_following,BUY,93713.37,93713.37,0.0
2025-04-28,trend_following,BUY,94977.99,94977.99,0.0
2025-04-29,trend_following,BUY,94273.77,94273.77,0.0
2025-04-30,trend_following,BUY,94239.99,94239.99,0.0
2025-05-01,trend_following,BUY,96522.73,96522.73,0.0
2025-05-02,trend_following,BUY,96817.12,96817.12,0.0
2025-05-03,trend_following,BUY,95935.69,95935.69,0.0
2025-05-04,trend_following,BUY,94333.24,94333.24,0.0
2025-05-05,trend_following,BUY,94761.09,94761.09,0.0
2025-05-06,trend_following,BUY,96792.88,96792.88,0.0
2025-05-07,trend_following,BUY,97000.0,97000.0,0.0
2025-05-08,trend_following,BUY,103107.77,103107.77,0.0
2025-05-09,trend_following,BUY,102999.85,102999.85,0.0
2025-05-10,trend_following,BUY,104688.81,104688.81,0.0
